DATA_VENDA;COD_VENDA;COD_PRODUTO;COD_VENDEDOR
12/03/2022;AF9724;5;l1
12/03/2022;AF9725;2;l2
12/03/2022;AF9726;9;l2
12/03/2022;AF9727;1;l4
12/03/2022;AF9728;2;l3
12/03/2022;AF9729;7;l2
12/03/2022;AF9730;4;l3
12/03/2022;AF9731;3;l4
12/03/2022;AF9732;7;l2
12/03/2022;AF9733;2;l1
12/03/2022;AF9734;2;l3
12/03/2022;AF9735;2;l2
12/03/2022;AF9736;3;l2
12/03/2022;AF9737;5;l3
12/03/2022;AF9738;2;l1
12/03/2022;AF9739;2;l3
12/03/2022;AF9740;7;l3
12/03/2022;AF9741;2;l4
12/03/2022;AF9742;6;l3
12/03/2022;AF9743;4;l1
12/03/2022;AF9744;3;l3
12/03/2022;AF9745;2;l1
12/03/2022;AF9746;2;l3
13/03/2022;AF9747;5;l1
13/03/2022;AF9748;2;l1
13/03/2022;AF9749;3;l1
13/03/2022;AF9750;5;l2
13/03/2022;AF9751;9;l1
13/03/2022;AF9752;4;l3
13/03/2022;AF9753;3;l3
13/03/2022;AF9754;4;l3
13/03/2022;AF9755;3;l3
13/03/2022;AF9756;1;l3
13/03/2022;AF9757;5;l3
13/03/2022;AF9758;3;l3
13/03/2022;AF9759;4;l2
13/03/2022;AF9760;9;l1
13/03/2022;AF9761;7;l1
13/03/2022;AF9762;9;l4
13/03/2022;AF9763;4;l3
13/03/2022;AF9764;6;l4
13/03/2022;AF9765;3;l2
13/03/2022;AF9766;9;l3
13/03/2022;AF9767;2;l2
13/03/2022;AF9768;4;l3
13/03/2022;AF9769;9;l2
13/03/2022;AF9770;2;l3
13/03/2022;AF9771;6;l3
13/03/2022;AF9772;2;l1
13/03/2022;AF9773;3;l3
13/03/2022;AF9774;9;l1
13/03/2022;AF9775;6;l3
13/03/2022;AF9776;7;l2
13/03/2022;AF9777;2;l3
13/03/2022;AF9778;3;l1
13/03/2022;AF9779;2;l1
13/03/2022;AF9780;3;l3
13/03/2022;AF9781;3;l4
13/03/2022;AF9782;1;l4
13/03/2022;AF9783;3;l1
13/03/2022;AF9784;4;l3
13/03/2022;AF9785;3;l2
13/03/2022;AF9786;6;l2
13/03/2022;AF9787;7;l3
13/03/2022;AF9788;1;l1
13/03/2022;AF9789;7;l2
13/03/2022;AF9790;5;l3
13/03/2022;AF9791;2;l1
13/03/2022;AF9792;7;l1
13/03/2022;AF9793;6;l2
13/03/2022;AF9794;2;l3
13/03/2022;AF9795;6;l2
13/03/2022;AF9796;3;l3
13/03/2022;AF9797;4;l1
13/03/2022;AF9798;2;l4
13/03/2022;AF9799;5;l1
13/03/2022;AF9800;3;l4
13/03/2022;AF9801;5;l1
13/03/2022;AF9802;3;l1
13/03/2022;AF9803;4;l3
13/03/2022;AF9804;3;l1
13/03/2022;AF9805;5;l2
13/03/2022;AF9806;1;l3
13/03/2022;AF9807;2;l2
13/03/2022;AF9808;1;l3
13/03/2022;AF9809;6;l1
13/03/2022;AF9810;4;l1
13/03/2022;AF9811;6;l3
13/03/2022;AF9812;3;l1
13/03/2022;AF9813;1;l2
13/03/2022;AF9814;7;l3
13/03/2022;AF9815;4;l1
13/03/2022;AF9816;6;l2
13/03/2022;AF9817;6;l3
13/03/2022;AF9818;7;l2
13/03/2022;AF9819;2;l2
13/03/2022;AF9820;6;l1
13/03/2022;AF9821;1;l2
13/03/2022;AF9822;3;l1
13/03/2022;AF9823;2;l1
13/03/2022;AF9824;2;l3
13/03/2022;AF9825;1;l2
13/03/2022;AF9826;6;l3
13/03/2022;AF9827;1;l1
13/03/2022;AF9828;3;l2
13/03/2022;AF9829;2;l2
13/03/2022;AF9830;5;l3
13/03/2022;AF9831;3;l2
13/03/2022;AF9832;6;l3
13/03/2022;AF9833;5;l1
13/03/2022;AF9834;3;l2
13/03/2022;AF9835;6;l1
13/03/2022;AF9836;2;l3
13/03/2022;AF9837;4;l3
13/03/2022;AF9838;2;l2
13/03/2022;AF9839;3;l2
13/03/2022;AF9840;2;l3
13/03/2022;AF9841;3;l3
13/03/2022;AF9842;6;l1
13/03/2022;AF9843;5;l2
13/03/2022;AF9844;6;l2
13/03/2022;AF9845;2;l3
13/03/2022;AF9846;6;l3
13/03/2022;AF9847;2;l2
13/03/2022;AF9848;9;l2
13/03/2022;AF9849;1;l3
13/03/2022;AF9850;4;l3
13/03/2022;AF9851;5;l3
13/03/2022;AF9852;4;l2
13/03/2022;AF9853;6;l4
13/03/2022;AF9854;7;l3
13/03/2022;AF9855;2;l3
13/03/2022;AF9856;3;l2
13/03/2022;AF9857;2;l3
13/03/2022;AF9858;5;l2
13/03/2022;AF9859;5;l2
13/03/2022;AF9860;9;l2
13/03/2022;AF9861;5;l3
13/03/2022;AF9862;4;l3
14/03/2022;AF9863;5;l2
14/03/2022;AF9864;3;l3
14/03/2022;AF9865;3;l2
14/03/2022;AF9866;9;l4
14/03/2022;AF9867;2;l1
14/03/2022;AF9868;2;l1
14/03/2022;AF9869;3;l1
14/03/2022;AF9870;2;l1
14/03/2022;AF9871;2;l3
14/03/2022;AF9872;3;l3
14/03/2022;AF9873;7;l4
14/03/2022;AF9874;3;l3
14/03/2022;AF9875;6;l3
14/03/2022;AF9876;5;l4
14/03/2022;AF9877;2;l1
14/03/2022;AF9878;3;l3
14/03/2022;AF9879;1;l2
14/03/2022;AF9880;5;l2
14/03/2022;AF9881;6;l1
14/03/2022;AF9882;4;l3
14/03/2022;AF9883;3;l2
14/03/2022;AF9884;3;l3
14/03/2022;AF9885;3;l2
14/03/2022;AF9886;6;l3
14/03/2022;AF9887;1;l1
14/03/2022;AF9888;3;l1
14/03/2022;AF9889;3;l1
14/03/2022;AF9890;1;l4
14/03/2022;AF9891;3;l1
14/03/2022;AF9892;6;l3
14/03/2022;AF9893;5;l2
14/03/2022;AF9894;7;l2
14/03/2022;AF9895;2;l1
14/03/2022;AF9896;1;l3
14/03/2022;AF9897;6;l2
14/03/2022;AF9898;9;l2
14/03/2022;AF9899;4;l1
14/03/2022;AF9900;1;l3
14/03/2022;AF9901;1;l2
14/03/2022;AF9902;4;l2
14/03/2022;AF9903;5;l2
14/03/2022;AF9904;5;l4
14/03/2022;AF9905;2;l2
14/03/2022;AF9906;5;l2
14/03/2022;AF9907;7;l2
14/03/2022;AF9908;5;l3
14/03/2022;AF9909;6;l2
14/03/2022;AF9910;3;l1
14/03/2022;AF9911;6;l1
14/03/2022;AF9912;9;l1
14/03/2022;AF9913;6;l2
14/03/2022;AF9914;2;l3
14/03/2022;AF9915;7;l3
14/03/2022;AF9916;9;l2
14/03/2022;AF9917;2;l2
14/03/2022;AF9918;3;l2
14/03/2022;AF9919;6;l2
14/03/2022;AF9920;7;l1
14/03/2022;AF9921;6;l2
14/03/2022;AF9922;2;l3
14/03/2022;AF9923;5;l3
14/03/2022;AF9924;2;l1
14/03/2022;AF9925;9;l2
14/03/2022;AF9926;1;l1
14/03/2022;AF9927;7;l2
14/03/2022;AF9928;2;l3
14/03/2022;AF9929;6;l1
14/03/2022;AF9930;3;l3
14/03/2022;AF9931;6;l1
14/03/2022;AF9932;3;l3
14/03/2022;AF9933;5;l2
14/03/2022;AF9934;2;l2
14/03/2022;AF9935;1;l1
14/03/2022;AF9936;3;l3
14/03/2022;AF9937;5;l1
14/03/2022;AF9938;9;l3
14/03/2022;AF9939;3;l1
14/03/2022;AF9940;2;l2
14/03/2022;AF9941;1;l3
14/03/2022;AF9942;7;l2
14/03/2022;AF9943;2;l1
14/03/2022;AF9944;1;l3
14/03/2022;AF9945;9;l3
14/03/2022;AF9946;2;l2
14/03/2022;AF9947;2;l3
14/03/2022;AF9948;5;l1
14/03/2022;AF9949;6;l2
14/03/2022;AF9950;2;l1
14/03/2022;AF9951;5;l2
14/03/2022;AF9952;4;l3
14/03/2022;AF9953;7;l3
14/03/2022;AF9954;7;l3
14/03/2022;AF9955;5;l3
14/03/2022;AF9956;5;l2
14/03/2022;AF9957;5;l1
14/03/2022;AF9958;2;l1
14/03/2022;AF9959;7;l3
14/03/2022;AF9960;7;l1
14/03/2022;AF9961;6;l1
14/03/2022;AF9962;9;l2
14/03/2022;AF9963;3;l2
14/03/2022;AF9964;1;l2
14/03/2022;AF9965;1;l2
14/03/2022;AF9966;4;l2
14/03/2022;AF9967;3;l1
14/03/2022;AF9968;3;l1
14/03/2022;AF9969;3;l2
14/03/2022;AF9970;1;l2
14/03/2022;AF9971;7;l3
14/03/2022;AF9972;9;l2
14/03/2022;AF9973;9;l2
14/03/2022;AF9974;4;l1
14/03/2022;AF9975;7;l3
14/03/2022;AF9976;7;l2
14/03/2022;AF9977;9;l4
14/03/2022;AF9978;5;l1
14/03/2022;AF9979;1;l3
15/03/2022;AF9980;4;l1
15/03/2022;AF9981;7;l1
15/03/2022;AF9982;5;l3
15/03/2022;AF9983;7;l2
15/03/2022;AF9984;5;l1
15/03/2022;AF9985;5;l3
15/03/2022;AF9986;2;l2
15/03/2022;AF9987;4;l1
15/03/2022;AF9988;7;l4
15/03/2022;AF9989;4;l3
15/03/2022;AF9990;9;l2
15/03/2022;AF9991;3;l3
15/03/2022;AF9992;5;l2
15/03/2022;AF9993;3;l1
15/03/2022;AF9994;1;l1
15/03/2022;AF9995;7;l1
15/03/2022;AF9996;2;l2
15/03/2022;AF9997;3;l2
15/03/2022;AF9998;2;l3
15/03/2022;AF9999;9;l1
15/03/2022;AF10000;1;l2
15/03/2022;AF10001;2;l2
15/03/2022;AF10002;3;l3
15/03/2022;AF10003;6;l1
15/03/2022;AF10004;5;l1
15/03/2022;AF10005;9;l1
15/03/2022;AF10006;3;l3
15/03/2022;AF10007;5;l3
15/03/2022;AF10008;9;l3
15/03/2022;AF10009;3;l3
15/03/2022;AF10010;7;l1
15/03/2022;AF10011;2;l2
15/03/2022;AF10012;3;l2
15/03/2022;AF10013;7;l1
15/03/2022;AF10014;1;l1
15/03/2022;AF10015;7;l2
15/03/2022;AF10016;7;l1
15/03/2022;AF10017;7;l3
15/03/2022;AF10018;9;l2
15/03/2022;AF10019;3;l3
15/03/2022;AF10020;6;l3
15/03/2022;AF10021;7;l2
15/03/2022;AF10022;4;l2
15/03/2022;AF10023;3;l1
15/03/2022;AF10024;1;l3
15/03/2022;AF10025;4;l4
15/03/2022;AF10026;6;l1
15/03/2022;AF10027;3;l1
15/03/2022;AF10028;2;l2
15/03/2022;AF10029;7;l2
15/03/2022;AF10030;2;l1
15/03/2022;AF10031;4;l2
15/03/2022;AF10032;3;l1
15/03/2022;AF10033;2;l2
15/03/2022;AF10034;3;l1
15/03/2022;AF10035;3;l3
15/03/2022;AF10036;7;l3
15/03/2022;AF10037;2;l3
15/03/2022;AF10038;1;l3
15/03/2022;AF10039;1;l1
15/03/2022;AF10040;7;l2
15/03/2022;AF10041;7;l4
15/03/2022;AF10042;6;l2
15/03/2022;AF10043;3;l1
15/03/2022;AF10044;4;l3
15/03/2022;AF10045;7;l3
15/03/2022;AF10046;3;l1
15/03/2022;AF10047;3;l1
15/03/2022;AF10048;6;l2
15/03/2022;AF10049;3;l2
15/03/2022;AF10050;3;l2
15/03/2022;AF10051;2;l3
15/03/2022;AF10052;2;l1
15/03/2022;AF10053;4;l2
15/03/2022;AF10054;2;l2
15/03/2022;AF10055;5;l1
15/03/2022;AF10056;1;l2
15/03/2022;AF10057;3;l4
15/03/2022;AF10058;5;l1
15/03/2022;AF10059;7;l3
15/03/2022;AF10060;3;l2
15/03/2022;AF10061;2;l1
15/03/2022;AF10062;3;l2
15/03/2022;AF10063;3;l2
15/03/2022;AF10064;3;l1
15/03/2022;AF10065;4;l1
15/03/2022;AF10066;7;l1
15/03/2022;AF10067;9;l1
15/03/2022;AF10068;2;l1
15/03/2022;AF10069;1;l3
15/03/2022;AF10070;3;l1
15/03/2022;AF10071;9;l1
15/03/2022;AF10072;1;l3
15/03/2022;AF10073;2;l1
15/03/2022;AF10074;4;l3
15/03/2022;AF10075;5;l3
15/03/2022;AF10076;5;l3
15/03/2022;AF10077;7;l1
15/03/2022;AF10078;1;l1
15/03/2022;AF10079;4;l2
15/03/2022;AF10080;6;l3
15/03/2022;AF10081;2;l3
15/03/2022;AF10082;7;l2
15/03/2022;AF10083;2;l3
15/03/2022;AF10084;2;l3
15/03/2022;AF10085;6;l2
15/03/2022;AF10086;6;l2
15/03/2022;AF10087;9;l2
15/03/2022;AF10088;7;l3
15/03/2022;AF10089;1;l3
15/03/2022;AF10090;1;l1
15/03/2022;AF10091;1;l4
15/03/2022;AF10092;9;l2
15/03/2022;AF10093;2;l2
15/03/2022;AF10094;3;l1
15/03/2022;AF10095;3;l1
15/03/2022;AF10096;1;l2
15/03/2022;AF10097;2;l2
15/03/2022;AF10098;7;l1
15/03/2022;AF10099;7;l2
15/03/2022;AF10100;3;l3
15/03/2022;AF10101;9;l1
15/03/2022;AF10102;1;l4
15/03/2022;AF10103;3;l1
15/03/2022;AF10104;3;l1
15/03/2022;AF10105;6;l3
15/03/2022;AF10106;7;l3
15/03/2022;AF10107;1;l3
15/03/2022;AF10108;1;l2
15/03/2022;AF10109;5;l1
15/03/2022;AF10110;6;l4
15/03/2022;AF10111;6;l1
15/03/2022;AF10112;4;l3
15/03/2022;AF10113;1;l2
15/03/2022;AF10114;3;l3
15/03/2022;AF10115;5;l4
15/03/2022;AF10116;1;l2
16/03/2022;AF10117;3;l4
16/03/2022;AF10118;3;l1
16/03/2022;AF10119;2;l3
16/03/2022;AF10120;4;l4
16/03/2022;AF10121;3;l2
16/03/2022;AF10122;3;l1
16/03/2022;AF10123;6;l3
16/03/2022;AF10124;7;l1
16/03/2022;AF10125;5;l1
16/03/2022;AF10126;9;l3
16/03/2022;AF10127;2;l1
16/03/2022;AF10128;1;l1
16/03/2022;AF10129;3;l2
16/03/2022;AF10130;9;l2
16/03/2022;AF10131;7;l1
16/03/2022;AF10132;7;l2
16/03/2022;AF10133;9;l1
16/03/2022;AF10134;3;l2
16/03/2022;AF10135;3;l4
16/03/2022;AF10136;2;l2
16/03/2022;AF10137;2;l2
16/03/2022;AF10138;1;l4
16/03/2022;AF10139;7;l3
16/03/2022;AF10140;4;l3
16/03/2022;AF10141;6;l3
16/03/2022;AF10142;3;l4
16/03/2022;AF10143;9;l2
16/03/2022;AF10144;4;l1
16/03/2022;AF10145;2;l3
16/03/2022;AF10146;6;l3
16/03/2022;AF10147;7;l2
16/03/2022;AF10148;6;l1
16/03/2022;AF10149;7;l2
16/03/2022;AF10150;2;l4
16/03/2022;AF10151;2;l3
16/03/2022;AF10152;1;l1
16/03/2022;AF10153;9;l4
16/03/2022;AF10154;4;l2
16/03/2022;AF10155;2;l1
16/03/2022;AF10156;3;l4
16/03/2022;AF10157;3;l3
16/03/2022;AF10158;2;l3
16/03/2022;AF10159;2;l4
16/03/2022;AF10160;9;l3
16/03/2022;AF10161;5;l3
16/03/2022;AF10162;6;l3
16/03/2022;AF10163;4;l3
16/03/2022;AF10164;2;l1
16/03/2022;AF10165;6;l4
16/03/2022;AF10166;6;l3
16/03/2022;AF10167;7;l2
16/03/2022;AF10168;7;l2
16/03/2022;AF10169;3;l3
16/03/2022;AF10170;6;l3
16/03/2022;AF10171;3;l2
16/03/2022;AF10172;4;l2
16/03/2022;AF10173;5;l2
16/03/2022;AF10174;2;l3
16/03/2022;AF10175;9;l4
16/03/2022;AF10176;3;l1
16/03/2022;AF10177;4;l2
16/03/2022;AF10178;1;l1
16/03/2022;AF10179;4;l3
16/03/2022;AF10180;2;l3
16/03/2022;AF10181;2;l3
16/03/2022;AF10182;2;l2
16/03/2022;AF10183;4;l1
16/03/2022;AF10184;3;l3
16/03/2022;AF10185;2;l1
16/03/2022;AF10186;5;l2
16/03/2022;AF10187;2;l1
16/03/2022;AF10188;2;l1
16/03/2022;AF10189;2;l3
16/03/2022;AF10190;6;l2
16/03/2022;AF10191;2;l1
16/03/2022;AF10192;2;l2
16/03/2022;AF10193;7;l1
16/03/2022;AF10194;3;l4
16/03/2022;AF10195;7;l1
16/03/2022;AF10196;4;l2
16/03/2022;AF10197;2;l3
16/03/2022;AF10198;5;l1
16/03/2022;AF10199;2;l2
16/03/2022;AF10200;2;l1
16/03/2022;AF10201;6;l1
16/03/2022;AF10202;6;l3
16/03/2022;AF10203;3;l3
16/03/2022;AF10204;2;l1
16/03/2022;AF10205;2;l1
16/03/2022;AF10206;3;l2
16/03/2022;AF10207;3;l3
16/03/2022;AF10208;3;l3
16/03/2022;AF10209;2;l2
16/03/2022;AF10210;7;l2
16/03/2022;AF10211;2;l2
16/03/2022;AF10212;9;l3
16/03/2022;AF10213;4;l1
16/03/2022;AF10214;3;l1
16/03/2022;AF10215;4;l2
16/03/2022;AF10216;4;l3
16/03/2022;AF10217;3;l3
16/03/2022;AF10218;3;l2
16/03/2022;AF10219;7;l3
16/03/2022;AF10220;2;l3
16/03/2022;AF10221;9;l1
16/03/2022;AF10222;2;l3
16/03/2022;AF10223;2;l1
16/03/2022;AF10224;2;l2
16/03/2022;AF10225;2;l1
16/03/2022;AF10226;6;l2
16/03/2022;AF10227;3;l2
16/03/2022;AF10228;9;l1
16/03/2022;AF10229;6;l2
16/03/2022;AF10230;7;l4
16/03/2022;AF10231;2;l3
16/03/2022;AF10232;9;l4
16/03/2022;AF10233;6;l1
16/03/2022;AF10234;9;l2
16/03/2022;AF10235;1;l1
16/03/2022;AF10236;2;l4
16/03/2022;AF10237;2;l1
16/03/2022;AF10238;5;l1
16/03/2022;AF10239;5;l2
16/03/2022;AF10240;7;l2
16/03/2022;AF10241;1;l4
16/03/2022;AF10242;2;l3
16/03/2022;AF10243;7;l1
16/03/2022;AF10244;7;l3
16/03/2022;AF10245;2;l1
16/03/2022;AF10246;3;l1
16/03/2022;AF10247;3;l2
16/03/2022;AF10248;4;l1
16/03/2022;AF10249;9;l4
16/03/2022;AF10250;7;l1
16/03/2022;AF10251;5;l1
16/03/2022;AF10252;3;l1
16/03/2022;AF10253;5;l2
16/03/2022;AF10254;2;l2
16/03/2022;AF10255;4;l2
16/03/2022;AF10256;4;l2
16/03/2022;AF10257;7;l1
16/03/2022;AF10258;4;l3
16/03/2022;AF10259;5;l3
16/03/2022;AF10260;1;l3
16/03/2022;AF10261;3;l2
16/03/2022;AF10262;9;l2
16/03/2022;AF10263;5;l3
16/03/2022;AF10264;1;l4
16/03/2022;AF10265;7;l1
16/03/2022;AF10266;9;l1
16/03/2022;AF10267;1;l1
16/03/2022;AF10268;5;l1
16/03/2022;AF10269;1;l3
16/03/2022;AF10270;2;l3
16/03/2022;AF10271;2;l3
17/03/2022;AF10272;5;l4
17/03/2022;AF10273;7;l3
17/03/2022;AF10274;9;l3
17/03/2022;AF10275;3;l1
17/03/2022;AF10276;7;l2
17/03/2022;AF10277;2;l1
17/03/2022;AF10278;1;l1
17/03/2022;AF10279;2;l1
17/03/2022;AF10280;9;l2
17/03/2022;AF10281;6;l2
17/03/2022;AF10282;6;l1
17/03/2022;AF10283;4;l3
17/03/2022;AF10284;7;l1
17/03/2022;AF10285;4;l2
17/03/2022;AF10286;7;l2
17/03/2022;AF10287;5;l1
17/03/2022;AF10288;3;l1
17/03/2022;AF10289;6;l3
17/03/2022;AF10290;2;l2
17/03/2022;AF10291;7;l3
17/03/2022;AF10292;9;l2
17/03/2022;AF10293;2;l3
17/03/2022;AF10294;5;l1
17/03/2022;AF10295;3;l1
17/03/2022;AF10296;1;l3
17/03/2022;AF10297;2;l1
17/03/2022;AF10298;4;l1
17/03/2022;AF10299;2;l2
17/03/2022;AF10300;2;l1
17/03/2022;AF10301;2;l1
17/03/2022;AF10302;1;l1
17/03/2022;AF10303;3;l1
17/03/2022;AF10304;4;l1
17/03/2022;AF10305;5;l3
17/03/2022;AF10306;2;l4
17/03/2022;AF10307;3;l2
17/03/2022;AF10308;7;l1
17/03/2022;AF10309;6;l1
17/03/2022;AF10310;2;l1
17/03/2022;AF10311;3;l4
17/03/2022;AF10312;5;l3
17/03/2022;AF10313;4;l2
17/03/2022;AF10314;2;l3
17/03/2022;AF10315;7;l2
17/03/2022;AF10316;2;l2
17/03/2022;AF10317;1;l3
17/03/2022;AF10318;9;l1
17/03/2022;AF10319;2;l3
17/03/2022;AF10320;9;l4
17/03/2022;AF10321;5;l2
17/03/2022;AF10322;4;l2
17/03/2022;AF10323;6;l2
17/03/2022;AF10324;3;l2
17/03/2022;AF10325;4;l1
17/03/2022;AF10326;4;l3
17/03/2022;AF10327;1;l2
17/03/2022;AF10328;1;l1
17/03/2022;AF10329;6;l3
17/03/2022;AF10330;6;l2
17/03/2022;AF10331;2;l1
17/03/2022;AF10332;3;l2
17/03/2022;AF10333;7;l3
17/03/2022;AF10334;1;l3
17/03/2022;AF10335;2;l2
17/03/2022;AF10336;3;l4
17/03/2022;AF10337;1;l2
17/03/2022;AF10338;1;l3
17/03/2022;AF10339;7;l2
17/03/2022;AF10340;2;l2
17/03/2022;AF10341;4;l3
17/03/2022;AF10342;7;l2
17/03/2022;AF10343;2;l3
17/03/2022;AF10344;4;l3
17/03/2022;AF10345;6;l2
17/03/2022;AF10346;3;l2
17/03/2022;AF10347;3;l2
17/03/2022;AF10348;5;l3
17/03/2022;AF10349;2;l1
17/03/2022;AF10350;2;l1
17/03/2022;AF10351;6;l2
17/03/2022;AF10352;6;l3
17/03/2022;AF10353;3;l2
17/03/2022;AF10354;1;l3
17/03/2022;AF10355;4;l1
17/03/2022;AF10356;5;l1
17/03/2022;AF10357;6;l3
17/03/2022;AF10358;3;l4
17/03/2022;AF10359;2;l2
17/03/2022;AF10360;2;l1
17/03/2022;AF10361;5;l2
17/03/2022;AF10362;3;l2
17/03/2022;AF10363;9;l3
17/03/2022;AF10364;3;l3
17/03/2022;AF10365;9;l3
17/03/2022;AF10366;9;l2
17/03/2022;AF10367;5;l3
17/03/2022;AF10368;3;l4
17/03/2022;AF10369;3;l3
17/03/2022;AF10370;6;l2
17/03/2022;AF10371;4;l3
17/03/2022;AF10372;1;l4
17/03/2022;AF10373;3;l4
17/03/2022;AF10374;5;l2
17/03/2022;AF10375;7;l4
17/03/2022;AF10376;2;l2
17/03/2022;AF10377;1;l1
17/03/2022;AF10378;9;l1
17/03/2022;AF10379;4;l3
17/03/2022;AF10380;2;l4
17/03/2022;AF10381;5;l2
17/03/2022;AF10382;7;l2
17/03/2022;AF10383;2;l2
17/03/2022;AF10384;7;l4
17/03/2022;AF10385;1;l3
17/03/2022;AF10386;2;l2
17/03/2022;AF10387;3;l4
17/03/2022;AF10388;3;l1
17/03/2022;AF10389;4;l1
17/03/2022;AF10390;3;l2
17/03/2022;AF10391;4;l3
17/03/2022;AF10392;2;l2
17/03/2022;AF10393;7;l1
17/03/2022;AF10394;3;l2
17/03/2022;AF10395;4;l3
17/03/2022;AF10396;3;l3
17/03/2022;AF10397;2;l1
17/03/2022;AF10398;2;l1
17/03/2022;AF10399;3;l1
17/03/2022;AF10400;1;l3
17/03/2022;AF10401;2;l1
17/03/2022;AF10402;3;l3
17/03/2022;AF10403;3;l1
17/03/2022;AF10404;2;l1
17/03/2022;AF10405;2;l4
17/03/2022;AF10406;9;l2
17/03/2022;AF10407;3;l4
17/03/2022;AF10408;2;l4
17/03/2022;AF10409;5;l2
17/03/2022;AF10410;3;l1
18/03/2022;AF10411;7;l1
18/03/2022;AF10412;3;l2
18/03/2022;AF10413;6;l3
18/03/2022;AF10414;2;l3
18/03/2022;AF10415;2;l1
18/03/2022;AF10416;1;l1
18/03/2022;AF10417;5;l3
18/03/2022;AF10418;4;l3
18/03/2022;AF10419;3;l2
18/03/2022;AF10420;7;l2
18/03/2022;AF10421;3;l2
18/03/2022;AF10422;9;l3
18/03/2022;AF10423;5;l3
18/03/2022;AF10424;6;l4
18/03/2022;AF10425;5;l2
18/03/2022;AF10426;4;l3
18/03/2022;AF10427;6;l2
18/03/2022;AF10428;3;l2
18/03/2022;AF10429;9;l2
18/03/2022;AF10430;3;l2
18/03/2022;AF10431;1;l2
18/03/2022;AF10432;9;l1
18/03/2022;AF10433;4;l3
18/03/2022;AF10434;3;l1
18/03/2022;AF10435;3;l3
18/03/2022;AF10436;2;l2
18/03/2022;AF10437;2;l4
18/03/2022;AF10438;2;l3
18/03/2022;AF10439;9;l3
18/03/2022;AF10440;9;l3
18/03/2022;AF10441;9;l4
18/03/2022;AF10442;7;l1
18/03/2022;AF10443;9;l4
18/03/2022;AF10444;4;l2
18/03/2022;AF10445;6;l4
18/03/2022;AF10446;1;l2
18/03/2022;AF10447;3;l3
18/03/2022;AF10448;3;l3
18/03/2022;AF10449;4;l2
18/03/2022;AF10450;9;l2
18/03/2022;AF10451;1;l1
18/03/2022;AF10452;9;l4
18/03/2022;AF10453;4;l3
18/03/2022;AF10454;2;l2
18/03/2022;AF10455;9;l2
18/03/2022;AF10456;7;l3
18/03/2022;AF10457;6;l4
18/03/2022;AF10458;9;l3
18/03/2022;AF10459;2;l3
18/03/2022;AF10460;5;l1
18/03/2022;AF10461;9;l2
18/03/2022;AF10462;3;l2
18/03/2022;AF10463;5;l2
18/03/2022;AF10464;5;l3
18/03/2022;AF10465;9;l1
18/03/2022;AF10466;2;l4
18/03/2022;AF10467;5;l1
18/03/2022;AF10468;2;l1
18/03/2022;AF10469;3;l2
18/03/2022;AF10470;5;l1
18/03/2022;AF10471;7;l1
18/03/2022;AF10472;5;l1
18/03/2022;AF10473;4;l2
18/03/2022;AF10474;3;l3
18/03/2022;AF10475;1;l2
18/03/2022;AF10476;6;l2
18/03/2022;AF10477;6;l2
18/03/2022;AF10478;4;l1
18/03/2022;AF10479;3;l3
18/03/2022;AF10480;6;l2
18/03/2022;AF10481;3;l2
18/03/2022;AF10482;3;l4
18/03/2022;AF10483;7;l3
18/03/2022;AF10484;2;l2
18/03/2022;AF10485;3;l4
18/03/2022;AF10486;4;l1
18/03/2022;AF10487;3;l2
18/03/2022;AF10488;5;l2
18/03/2022;AF10489;6;l2
18/03/2022;AF10490;2;l3
18/03/2022;AF10491;1;l1
18/03/2022;AF10492;4;l2
18/03/2022;AF10493;3;l3
18/03/2022;AF10494;2;l1
18/03/2022;AF10495;6;l2
18/03/2022;AF10496;4;l3
18/03/2022;AF10497;6;l4
18/03/2022;AF10498;9;l1
18/03/2022;AF10499;6;l4
18/03/2022;AF10500;9;l4
18/03/2022;AF10501;3;l2
18/03/2022;AF10502;9;l3
18/03/2022;AF10503;1;l1
18/03/2022;AF10504;2;l1
18/03/2022;AF10505;7;l1
18/03/2022;AF10506;3;l1
18/03/2022;AF10507;4;l2
18/03/2022;AF10508;2;l1
18/03/2022;AF10509;6;l2
18/03/2022;AF10510;9;l2
18/03/2022;AF10511;1;l3
18/03/2022;AF10512;3;l3
18/03/2022;AF10513;9;l2
18/03/2022;AF10514;5;l2
18/03/2022;AF10515;2;l1
18/03/2022;AF10516;7;l1
18/03/2022;AF10517;2;l2
18/03/2022;AF10518;2;l3
18/03/2022;AF10519;6;l3
18/03/2022;AF10520;1;l3
18/03/2022;AF10521;9;l1
18/03/2022;AF10522;7;l1
18/03/2022;AF10523;4;l4
18/03/2022;AF10524;2;l2
18/03/2022;AF10525;7;l2
18/03/2022;AF10526;2;l1
18/03/2022;AF10527;2;l3
18/03/2022;AF10528;3;l3
18/03/2022;AF10529;9;l2
18/03/2022;AF10530;9;l3
18/03/2022;AF10531;1;l3
18/03/2022;AF10532;9;l1
18/03/2022;AF10533;1;l2
18/03/2022;AF10534;3;l3
18/03/2022;AF10535;2;l2
18/03/2022;AF10536;6;l3
19/03/2022;AF10537;3;l3
19/03/2022;AF10538;9;l3
19/03/2022;AF10539;1;l3
19/03/2022;AF10540;3;l2
19/03/2022;AF10541;3;l1
19/03/2022;AF10542;6;l1
19/03/2022;AF10543;7;l1
19/03/2022;AF10544;1;l4
