DATA_VENDA;COD_VENDA;COD_PRODUTO;COD_VENDEDOR;CIDADE_LOJA
06/03/2022;108872;3;500008;Porto Alegre
06/03/2022;108873;4;500006;Belo Horizonte
06/03/2022;108874;7;500009;São Paulo
06/03/2022;108875;5;500007;Rio de Janeiro
06/03/2022;108876;5;500001;Belo Horizonte
06/03/2022;108877;3;500008;Belo Horizonte
06/03/2022;108878;4;500005;Belo Horizonte
06/03/2022;108879;1;500002;Belo Horizonte
06/03/2022;108880;3;500007;Rio de Janeiro
06/03/2022;108881;10;500009;Rio de Janeiro
06/03/2022;108882;7;500009;Belo Horizonte
06/03/2022;108883;2;500002;Porto Alegre
06/03/2022;108884;1;500003;Rio de Janeiro
06/03/2022;108885;1;500003;Porto Alegre
06/03/2022;108886;5;500009;Porto Alegre
06/03/2022;108887;7;500005;São Paulo
06/03/2022;108888;4;500005;Belo Horizonte
06/03/2022;108889;9;500009;Porto Alegre
06/03/2022;108890;8;500007;Rio de Janeiro
06/03/2022;108891;9;500002;Porto Alegre
06/03/2022;108892;6;500008;Porto Alegre
06/03/2022;108893;6;500010;Rio de Janeiro
06/03/2022;108894;4;500001;São Paulo
06/03/2022;108895;8;500006;São Paulo
06/03/2022;108896;9;500004;São Paulo
06/03/2022;108897;10;500007;Belo Horizonte
06/03/2022;108898;6;500009;Rio de Janeiro
06/03/2022;108899;5;500006;São Paulo
06/03/2022;108900;8;500005;Porto Alegre
06/03/2022;108901;4;500008;Porto Alegre
06/03/2022;108902;2;500005;Belo Horizonte
06/03/2022;108903;1;500004;Porto Alegre
06/03/2022;108904;5;500010;São Paulo
06/03/2022;108905;5;500003;Rio de Janeiro
06/03/2022;108906;3;500008;Rio de Janeiro
06/03/2022;108907;9;500010;São Paulo
06/03/2022;108908;9;500002;Porto Alegre
06/03/2022;108909;6;500006;São Paulo
06/03/2022;108910;10;500008;São Paulo
06/03/2022;108911;2;500004;Porto Alegre
06/03/2022;108912;9;500006;Porto Alegre
06/03/2022;108913;8;500010;Belo Horizonte
06/03/2022;108914;8;500007;Porto Alegre
06/03/2022;108915;5;500003;São Paulo
06/03/2022;108916;2;500008;Rio de Janeiro
06/03/2022;108917;6;500005;Porto Alegre
06/03/2022;108918;2;500007;Porto Alegre
06/03/2022;108919;10;500005;Rio de Janeiro
06/03/2022;108920;6;500004;São Paulo
06/03/2022;108921;8;500004;Porto Alegre
06/03/2022;108922;5;500003;São Paulo
06/03/2022;108923;7;500004;Rio de Janeiro
06/03/2022;108924;4;500010;Rio de Janeiro
06/03/2022;108925;7;500001;Belo Horizonte
06/03/2022;108926;9;500002;Belo Horizonte
06/03/2022;108927;2;500002;Belo Horizonte
06/03/2022;108928;8;500001;São Paulo
06/03/2022;108929;5;500007;São Paulo
06/03/2022;108930;2;500007;São Paulo
06/03/2022;108931;5;500002;São Paulo
06/03/2022;108932;9;500004;Rio de Janeiro
06/03/2022;108933;10;500008;São Paulo
06/03/2022;108934;2;500010;Porto Alegre
06/03/2022;108935;10;500006;Rio de Janeiro
06/03/2022;108936;1;500004;Belo Horizonte
06/03/2022;108937;3;500005;Belo Horizonte
06/03/2022;108938;8;500003;Porto Alegre
06/03/2022;108939;8;500010;Porto Alegre
06/03/2022;108940;7;500010;Belo Horizonte
06/03/2022;108941;1;500003;São Paulo
06/03/2022;108942;8;500006;São Paulo
07/03/2022;108943;9;500001;São Paulo
07/03/2022;108944;7;500005;São Paulo
07/03/2022;108945;7;500007;Porto Alegre
07/03/2022;108946;3;500006;Rio de Janeiro
07/03/2022;108947;9;500006;Rio de Janeiro
07/03/2022;108948;8;500002;São Paulo
07/03/2022;108949;4;500008;Porto Alegre
07/03/2022;108950;10;500009;Porto Alegre
07/03/2022;108951;7;500001;Porto Alegre
07/03/2022;108952;8;500007;Rio de Janeiro
07/03/2022;108953;7;500005;Rio de Janeiro
07/03/2022;108954;3;500002;Porto Alegre
07/03/2022;108955;10;500006;Porto Alegre
07/03/2022;108956;7;500009;Rio de Janeiro
07/03/2022;108957;9;500010;Porto Alegre
07/03/2022;108958;10;500006;São Paulo
07/03/2022;108959;1;500007;São Paulo
07/03/2022;108960;1;500001;Porto Alegre
07/03/2022;108961;2;500010;Porto Alegre
07/03/2022;108962;6;500006;São Paulo
07/03/2022;108963;6;500002;São Paulo
07/03/2022;108964;9;500004;Rio de Janeiro
07/03/2022;108965;8;500009;Rio de Janeiro
07/03/2022;108966;7;500009;Porto Alegre
07/03/2022;108967;7;500001;Belo Horizonte
07/03/2022;108968;1;500004;Belo Horizonte
07/03/2022;108969;7;500002;Belo Horizonte
07/03/2022;108970;4;500004;Belo Horizonte
07/03/2022;108971;1;500004;São Paulo
07/03/2022;108972;9;500004;São Paulo
07/03/2022;108973;8;500010;Belo Horizonte
07/03/2022;108974;5;500008;Belo Horizonte
07/03/2022;108975;4;500006;Rio de Janeiro
07/03/2022;108976;10;500001;Rio de Janeiro
07/03/2022;108977;2;500002;São Paulo
07/03/2022;108978;4;500009;Rio de Janeiro
07/03/2022;108979;1;500007;Belo Horizonte
07/03/2022;108980;5;500007;São Paulo
07/03/2022;108981;8;500010;Porto Alegre
07/03/2022;108982;9;500004;Belo Horizonte
07/03/2022;108983;2;500003;Belo Horizonte
07/03/2022;108984;7;500002;São Paulo
07/03/2022;108985;8;500008;Belo Horizonte
07/03/2022;108986;9;500004;Belo Horizonte
07/03/2022;108987;1;500005;Rio de Janeiro
07/03/2022;108988;8;500008;Belo Horizonte
07/03/2022;108989;9;500006;Belo Horizonte
07/03/2022;108990;2;500001;Porto Alegre
07/03/2022;108991;4;500005;Rio de Janeiro
07/03/2022;108992;4;500002;Rio de Janeiro
07/03/2022;108993;8;500005;São Paulo
07/03/2022;108994;5;500001;Porto Alegre
07/03/2022;108995;4;500008;Belo Horizonte
07/03/2022;108996;6;500005;Porto Alegre
07/03/2022;108997;1;500002;São Paulo
07/03/2022;108998;2;500005;Rio de Janeiro
07/03/2022;108999;1;500002;Porto Alegre
07/03/2022;109000;2;500006;Rio de Janeiro
07/03/2022;109001;5;500004;Belo Horizonte
07/03/2022;109002;7;500003;São Paulo
07/03/2022;109003;10;500010;São Paulo
07/03/2022;109004;1;500006;São Paulo
07/03/2022;109005;10;500009;São Paulo
07/03/2022;109006;4;500010;Rio de Janeiro
07/03/2022;109007;10;500008;Belo Horizonte
07/03/2022;109008;7;500001;Porto Alegre
07/03/2022;109009;8;500001;São Paulo
07/03/2022;109010;6;500003;São Paulo
07/03/2022;109011;9;500007;São Paulo
07/03/2022;109012;1;500002;Porto Alegre
07/03/2022;109013;2;500007;Porto Alegre
07/03/2022;109014;9;500006;São Paulo
07/03/2022;109015;4;500004;Belo Horizonte
07/03/2022;109016;6;500007;Rio de Janeiro
07/03/2022;109017;3;500006;Belo Horizonte
07/03/2022;109018;1;500005;Rio de Janeiro
07/03/2022;109019;3;500004;Porto Alegre
07/03/2022;109020;8;500001;Porto Alegre
07/03/2022;109021;6;500006;Belo Horizonte
07/03/2022;109022;5;500007;Belo Horizonte
07/03/2022;109023;9;500005;São Paulo
07/03/2022;109024;3;500006;Belo Horizonte
07/03/2022;109025;10;500003;Rio de Janeiro
07/03/2022;109026;9;500006;Belo Horizonte
07/03/2022;109027;2;500002;Belo Horizonte
07/03/2022;109028;5;500009;São Paulo
07/03/2022;109029;10;500004;Porto Alegre
07/03/2022;109030;9;500009;São Paulo
07/03/2022;109031;10;500008;Rio de Janeiro
07/03/2022;109032;9;500005;Belo Horizonte
07/03/2022;109033;2;500005;Belo Horizonte
07/03/2022;109034;1;500001;Belo Horizonte
07/03/2022;109035;6;500004;Porto Alegre
07/03/2022;109036;10;500007;São Paulo
07/03/2022;109037;6;500004;Belo Horizonte
07/03/2022;109038;4;500005;Rio de Janeiro
07/03/2022;109039;8;500010;Porto Alegre
07/03/2022;109040;1;500005;Belo Horizonte
07/03/2022;109041;3;500008;Porto Alegre
07/03/2022;109042;6;500002;Rio de Janeiro
07/03/2022;109043;5;500006;Porto Alegre
07/03/2022;109044;7;500008;São Paulo
07/03/2022;109045;9;500003;Rio de Janeiro
07/03/2022;109046;6;500002;São Paulo
07/03/2022;109047;3;500006;São Paulo
07/03/2022;109048;9;500010;Belo Horizonte
07/03/2022;109049;1;500008;São Paulo
07/03/2022;109050;6;500006;São Paulo
07/03/2022;109051;9;500008;Belo Horizonte
07/03/2022;109052;2;500003;São Paulo
08/03/2022;109053;4;500010;São Paulo
08/03/2022;109054;2;500002;Belo Horizonte
08/03/2022;109055;6;500010;Belo Horizonte
08/03/2022;109056;9;500001;Belo Horizonte
08/03/2022;109057;4;500005;Belo Horizonte
08/03/2022;109058;7;500010;Rio de Janeiro
08/03/2022;109059;9;500001;Belo Horizonte
08/03/2022;109060;3;500009;Belo Horizonte
08/03/2022;109061;9;500002;Rio de Janeiro
08/03/2022;109062;7;500010;Rio de Janeiro
08/03/2022;109063;2;500009;Belo Horizonte
08/03/2022;109064;7;500002;Rio de Janeiro
08/03/2022;109065;4;500001;Rio de Janeiro
08/03/2022;109066;4;500008;São Paulo
08/03/2022;109067;9;500008;Rio de Janeiro
08/03/2022;109068;10;500005;Belo Horizonte
08/03/2022;109069;2;500008;Porto Alegre
08/03/2022;109070;7;500008;Porto Alegre
08/03/2022;109071;4;500003;Belo Horizonte
08/03/2022;109072;7;500008;Porto Alegre
08/03/2022;109073;2;500010;Rio de Janeiro
08/03/2022;109074;5;500007;São Paulo
08/03/2022;109075;10;500007;Belo Horizonte
08/03/2022;109076;1;500009;Belo Horizonte
08/03/2022;109077;9;500004;Porto Alegre
08/03/2022;109078;6;500005;Porto Alegre
08/03/2022;109079;5;500001;São Paulo
08/03/2022;109080;2;500001;Porto Alegre
08/03/2022;109081;1;500001;Rio de Janeiro
08/03/2022;109082;5;500006;São Paulo
08/03/2022;109083;2;500002;Porto Alegre
08/03/2022;109084;10;500007;Rio de Janeiro
08/03/2022;109085;8;500009;Porto Alegre
08/03/2022;109086;10;500005;Rio de Janeiro
08/03/2022;109087;7;500002;Belo Horizonte
08/03/2022;109088;7;500010;São Paulo
08/03/2022;109089;1;500002;Porto Alegre
08/03/2022;109090;1;500005;Rio de Janeiro
08/03/2022;109091;1;500009;Rio de Janeiro
08/03/2022;109092;5;500008;Rio de Janeiro
08/03/2022;109093;8;500009;São Paulo
08/03/2022;109094;3;500005;São Paulo
08/03/2022;109095;2;500002;São Paulo
08/03/2022;109096;6;500009;São Paulo
08/03/2022;109097;4;500009;Belo Horizonte
08/03/2022;109098;9;500001;Belo Horizonte
08/03/2022;109099;2;500009;Belo Horizonte
08/03/2022;109100;10;500001;Belo Horizonte
08/03/2022;109101;5;500010;Rio de Janeiro
08/03/2022;109102;8;500008;Belo Horizonte
08/03/2022;109103;9;500009;São Paulo
08/03/2022;109104;8;500007;Rio de Janeiro
08/03/2022;109105;8;500008;Porto Alegre
08/03/2022;109106;3;500009;Rio de Janeiro
08/03/2022;109107;1;500004;Porto Alegre
08/03/2022;109108;1;500001;São Paulo
08/03/2022;109109;7;500007;Belo Horizonte
08/03/2022;109110;2;500001;Porto Alegre
08/03/2022;109111;9;500004;Rio de Janeiro
08/03/2022;109112;5;500001;Rio de Janeiro
08/03/2022;109113;2;500007;São Paulo
08/03/2022;109114;2;500003;Belo Horizonte
08/03/2022;109115;6;500007;São Paulo
08/03/2022;109116;5;500009;São Paulo
08/03/2022;109117;8;500003;Porto Alegre
08/03/2022;109118;6;500002;São Paulo
08/03/2022;109119;2;500008;São Paulo
08/03/2022;109120;7;500006;Rio de Janeiro
08/03/2022;109121;4;500009;Porto Alegre
08/03/2022;109122;7;500004;Rio de Janeiro
08/03/2022;109123;3;500008;Belo Horizonte
08/03/2022;109124;6;500009;Rio de Janeiro
08/03/2022;109125;10;500008;Belo Horizonte
08/03/2022;109126;2;500001;Rio de Janeiro
08/03/2022;109127;1;500008;Belo Horizonte
08/03/2022;109128;10;500008;Belo Horizonte
08/03/2022;109129;10;500008;Belo Horizonte
08/03/2022;109130;9;500009;Porto Alegre
08/03/2022;109131;6;500001;Belo Horizonte
08/03/2022;109132;3;500006;Rio de Janeiro
08/03/2022;109133;5;500005;São Paulo
08/03/2022;109134;8;500009;Belo Horizonte
08/03/2022;109135;9;500009;Porto Alegre
08/03/2022;109136;6;500004;São Paulo
08/03/2022;109137;6;500009;Belo Horizonte
08/03/2022;109138;2;500006;Belo Horizonte
08/03/2022;109139;7;500009;Belo Horizonte
08/03/2022;109140;5;500007;São Paulo
08/03/2022;109141;7;500007;São Paulo
08/03/2022;109142;7;500008;Belo Horizonte
08/03/2022;109143;2;500010;Rio de Janeiro
08/03/2022;109144;8;500008;São Paulo
08/03/2022;109145;2;500010;Belo Horizonte
08/03/2022;109146;9;500004;Belo Horizonte
08/03/2022;109147;8;500001;Rio de Janeiro
08/03/2022;109148;6;500003;São Paulo
08/03/2022;109149;5;500006;Rio de Janeiro
08/03/2022;109150;4;500010;São Paulo
08/03/2022;109151;6;500004;Rio de Janeiro
08/03/2022;109152;2;500008;Rio de Janeiro
08/03/2022;109153;10;500001;São Paulo
08/03/2022;109154;8;500006;Porto Alegre
08/03/2022;109155;4;500005;Rio de Janeiro
08/03/2022;109156;1;500004;São Paulo
08/03/2022;109157;10;500005;Rio de Janeiro
08/03/2022;109158;1;500001;Belo Horizonte
08/03/2022;109159;1;500004;Belo Horizonte
08/03/2022;109160;5;500009;São Paulo
08/03/2022;109161;7;500002;Rio de Janeiro
08/03/2022;109162;1;500009;Belo Horizonte
08/03/2022;109163;7;500005;Belo Horizonte
08/03/2022;109164;6;500004;Porto Alegre
08/03/2022;109165;9;500001;São Paulo
08/03/2022;109166;6;500004;Belo Horizonte
08/03/2022;109167;8;500002;São Paulo
08/03/2022;109168;10;500003;São Paulo
08/03/2022;109169;5;500004;Porto Alegre
08/03/2022;109170;7;500003;São Paulo
08/03/2022;109171;10;500002;Porto Alegre
08/03/2022;109172;2;500005;Belo Horizonte
08/03/2022;109173;7;500010;Rio de Janeiro
08/03/2022;109174;8;500005;Rio de Janeiro
08/03/2022;109175;4;500004;São Paulo
08/03/2022;109176;8;500009;Rio de Janeiro
08/03/2022;109177;7;500002;Rio de Janeiro
08/03/2022;109178;4;500009;Belo Horizonte
08/03/2022;109179;6;500008;Porto Alegre
08/03/2022;109180;5;500004;São Paulo
08/03/2022;109181;1;500003;Rio de Janeiro
08/03/2022;109182;8;500006;Belo Horizonte
08/03/2022;109183;9;500007;São Paulo
08/03/2022;109184;4;500003;São Paulo
08/03/2022;109185;3;500001;São Paulo
08/03/2022;109186;5;500009;Belo Horizonte
08/03/2022;109187;2;500004;Belo Horizonte
08/03/2022;109188;7;500006;Porto Alegre
09/03/2022;109189;4;500005;São Paulo
09/03/2022;109190;4;500007;Belo Horizonte
09/03/2022;109191;6;500003;Rio de Janeiro
09/03/2022;109192;3;500009;São Paulo
09/03/2022;109193;8;500004;São Paulo
09/03/2022;109194;1;500001;Rio de Janeiro
09/03/2022;109195;10;500007;Belo Horizonte
09/03/2022;109196;10;500004;São Paulo
09/03/2022;109197;8;500004;Porto Alegre
09/03/2022;109198;1;500003;São Paulo
09/03/2022;109199;9;500008;Belo Horizonte
09/03/2022;109200;7;500005;Belo Horizonte
09/03/2022;109201;9;500010;Porto Alegre
09/03/2022;109202;9;500008;São Paulo
09/03/2022;109203;7;500010;Rio de Janeiro
09/03/2022;109204;7;500010;São Paulo
09/03/2022;109205;5;500004;São Paulo
09/03/2022;109206;1;500008;São Paulo
09/03/2022;109207;5;500010;Belo Horizonte
09/03/2022;109208;2;500007;Belo Horizonte
09/03/2022;109209;5;500007;Rio de Janeiro
09/03/2022;109210;6;500008;Rio de Janeiro
09/03/2022;109211;1;500010;Rio de Janeiro
09/03/2022;109212;10;500005;Rio de Janeiro
09/03/2022;109213;3;500003;Belo Horizonte
09/03/2022;109214;10;500004;São Paulo
09/03/2022;109215;2;500009;Belo Horizonte
09/03/2022;109216;10;500002;Belo Horizonte
09/03/2022;109217;10;500001;Belo Horizonte
09/03/2022;109218;9;500002;Rio de Janeiro
09/03/2022;109219;5;500010;Porto Alegre
09/03/2022;109220;7;500008;Rio de Janeiro
09/03/2022;109221;3;500004;Belo Horizonte
09/03/2022;109222;4;500005;Rio de Janeiro
09/03/2022;109223;4;500005;Porto Alegre
09/03/2022;109224;4;500008;Porto Alegre
09/03/2022;109225;2;500004;Porto Alegre
09/03/2022;109226;8;500006;Porto Alegre
09/03/2022;109227;7;500009;Belo Horizonte
09/03/2022;109228;5;500001;Rio de Janeiro
09/03/2022;109229;7;500006;São Paulo
09/03/2022;109230;4;500005;Belo Horizonte
09/03/2022;109231;7;500007;São Paulo
09/03/2022;109232;6;500006;Porto Alegre
09/03/2022;109233;5;500008;Rio de Janeiro
09/03/2022;109234;7;500004;Rio de Janeiro
09/03/2022;109235;1;500004;São Paulo
09/03/2022;109236;4;500001;Rio de Janeiro
09/03/2022;109237;7;500008;Rio de Janeiro
09/03/2022;109238;9;500007;Belo Horizonte
09/03/2022;109239;1;500001;São Paulo
09/03/2022;109240;6;500006;Belo Horizonte
09/03/2022;109241;6;500005;Belo Horizonte
09/03/2022;109242;7;500001;Belo Horizonte
09/03/2022;109243;4;500007;Rio de Janeiro
09/03/2022;109244;5;500009;Belo Horizonte
09/03/2022;109245;10;500006;Porto Alegre
09/03/2022;109246;5;500005;Rio de Janeiro
09/03/2022;109247;3;500002;Porto Alegre
09/03/2022;109248;2;500002;São Paulo
09/03/2022;109249;7;500004;São Paulo
09/03/2022;109250;10;500008;Rio de Janeiro
09/03/2022;109251;7;500008;São Paulo
09/03/2022;109252;1;500010;Porto Alegre
09/03/2022;109253;9;500008;Porto Alegre
09/03/2022;109254;2;500009;Rio de Janeiro
09/03/2022;109255;3;500007;Belo Horizonte
09/03/2022;109256;9;500007;Rio de Janeiro
09/03/2022;109257;7;500004;Porto Alegre
09/03/2022;109258;1;500006;São Paulo
09/03/2022;109259;10;500008;Rio de Janeiro
09/03/2022;109260;9;500004;São Paulo
09/03/2022;109261;10;500008;Rio de Janeiro
09/03/2022;109262;7;500005;São Paulo
09/03/2022;109263;5;500006;São Paulo
09/03/2022;109264;4;500008;Rio de Janeiro
09/03/2022;109265;6;500007;São Paulo
09/03/2022;109266;1;500005;São Paulo
09/03/2022;109267;4;500006;Belo Horizonte
09/03/2022;109268;5;500005;São Paulo
09/03/2022;109269;5;500007;São Paulo
09/03/2022;109270;5;500005;São Paulo
09/03/2022;109271;10;500003;Belo Horizonte
09/03/2022;109272;5;500003;Belo Horizonte
09/03/2022;109273;5;500007;São Paulo
09/03/2022;109274;6;500010;Rio de Janeiro
09/03/2022;109275;5;500005;São Paulo
09/03/2022;109276;6;500009;Porto Alegre
09/03/2022;109277;3;500010;Belo Horizonte
09/03/2022;109278;5;500005;São Paulo
09/03/2022;109279;3;500006;Rio de Janeiro
09/03/2022;109280;10;500008;Porto Alegre
09/03/2022;109281;3;500004;Belo Horizonte
09/03/2022;109282;6;500001;Belo Horizonte
09/03/2022;109283;6;500010;São Paulo
09/03/2022;109284;9;500005;Rio de Janeiro
09/03/2022;109285;3;500004;Belo Horizonte
09/03/2022;109286;6;500008;São Paulo
09/03/2022;109287;8;500006;São Paulo
09/03/2022;109288;7;500008;Porto Alegre
09/03/2022;109289;8;500004;Porto Alegre
09/03/2022;109290;7;500006;Porto Alegre
09/03/2022;109291;2;500006;Belo Horizonte
09/03/2022;109292;4;500003;São Paulo
09/03/2022;109293;7;500007;Belo Horizonte
09/03/2022;109294;2;500005;Belo Horizonte
09/03/2022;109295;2;500009;São Paulo
09/03/2022;109296;5;500007;Rio de Janeiro
09/03/2022;109297;6;500006;Rio de Janeiro
09/03/2022;109298;10;500003;Belo Horizonte
09/03/2022;109299;9;500005;Rio de Janeiro
09/03/2022;109300;7;500010;São Paulo
09/03/2022;109301;1;500005;Porto Alegre
09/03/2022;109302;7;500005;São Paulo
09/03/2022;109303;7;500007;São Paulo
09/03/2022;109304;6;500001;Porto Alegre
09/03/2022;109305;2;500008;Rio de Janeiro
09/03/2022;109306;5;500007;São Paulo
09/03/2022;109307;5;500005;Belo Horizonte
09/03/2022;109308;7;500001;Rio de Janeiro
09/03/2022;109309;9;500003;São Paulo
09/03/2022;109310;8;500009;Rio de Janeiro
09/03/2022;109311;2;500004;São Paulo
09/03/2022;109312;10;500010;Porto Alegre
09/03/2022;109313;5;500006;São Paulo
09/03/2022;109314;6;500007;Rio de Janeiro
09/03/2022;109315;3;500005;Porto Alegre
09/03/2022;109316;8;500005;Porto Alegre
09/03/2022;109317;2;500004;Rio de Janeiro
09/03/2022;109318;8;500003;Porto Alegre
09/03/2022;109319;6;500007;São Paulo
09/03/2022;109320;9;500002;São Paulo
09/03/2022;109321;4;500003;São Paulo
09/03/2022;109322;5;500003;Rio de Janeiro
09/03/2022;109323;1;500003;Porto Alegre
09/03/2022;109324;4;500008;Belo Horizonte
09/03/2022;109325;3;500004;Rio de Janeiro
09/03/2022;109326;9;500007;Belo Horizonte
09/03/2022;109327;3;500010;Rio de Janeiro
09/03/2022;109328;10;500007;Porto Alegre
09/03/2022;109329;8;500004;São Paulo
10/03/2022;109330;6;500001;Porto Alegre
10/03/2022;109331;5;500004;São Paulo
10/03/2022;109332;4;500009;Porto Alegre
10/03/2022;109333;10;500009;São Paulo
10/03/2022;109334;8;500004;Belo Horizonte
10/03/2022;109335;10;500005;Porto Alegre
10/03/2022;109336;6;500001;Porto Alegre
10/03/2022;109337;7;500002;São Paulo
10/03/2022;109338;7;500010;Rio de Janeiro
10/03/2022;109339;2;500010;Belo Horizonte
10/03/2022;109340;5;500009;Porto Alegre
10/03/2022;109341;10;500002;Porto Alegre
10/03/2022;109342;2;500001;Porto Alegre
10/03/2022;109343;4;500005;Porto Alegre
10/03/2022;109344;9;500007;Belo Horizonte
10/03/2022;109345;5;500005;Porto Alegre
10/03/2022;109346;8;500002;São Paulo
10/03/2022;109347;10;500003;Belo Horizonte
10/03/2022;109348;4;500001;Porto Alegre
10/03/2022;109349;8;500009;São Paulo
10/03/2022;109350;8;500004;Porto Alegre
10/03/2022;109351;7;500008;Belo Horizonte
10/03/2022;109352;2;500005;Rio de Janeiro
10/03/2022;109353;7;500002;São Paulo
10/03/2022;109354;7;500010;Porto Alegre
10/03/2022;109355;5;500006;São Paulo
10/03/2022;109356;5;500002;Belo Horizonte
10/03/2022;109357;8;500009;Rio de Janeiro
10/03/2022;109358;5;500005;Belo Horizonte
10/03/2022;109359;2;500004;Porto Alegre
10/03/2022;109360;9;500007;São Paulo
10/03/2022;109361;9;500006;Porto Alegre
10/03/2022;109362;3;500001;Rio de Janeiro
10/03/2022;109363;2;500007;Belo Horizonte
10/03/2022;109364;3;500006;Rio de Janeiro
10/03/2022;109365;10;500005;São Paulo
10/03/2022;109366;4;500004;São Paulo
10/03/2022;109367;5;500003;Rio de Janeiro
10/03/2022;109368;8;500007;Porto Alegre
10/03/2022;109369;1;500004;Porto Alegre
10/03/2022;109370;8;500010;Porto Alegre
10/03/2022;109371;3;500001;Rio de Janeiro
10/03/2022;109372;4;500004;Rio de Janeiro
10/03/2022;109373;10;500008;Belo Horizonte
10/03/2022;109374;9;500001;Porto Alegre
10/03/2022;109375;1;500006;Rio de Janeiro
10/03/2022;109376;7;500004;Porto Alegre
10/03/2022;109377;9;500009;Rio de Janeiro
10/03/2022;109378;5;500007;Porto Alegre
10/03/2022;109379;10;500006;Rio de Janeiro
10/03/2022;109380;7;500009;Porto Alegre
10/03/2022;109381;4;500007;Rio de Janeiro
10/03/2022;109382;5;500008;Belo Horizonte
10/03/2022;109383;10;500009;Porto Alegre
10/03/2022;109384;8;500007;Porto Alegre
10/03/2022;109385;10;500005;São Paulo
10/03/2022;109386;4;500001;Belo Horizonte
10/03/2022;109387;7;500002;Rio de Janeiro
10/03/2022;109388;2;500003;Rio de Janeiro
10/03/2022;109389;4;500006;Rio de Janeiro
10/03/2022;109390;5;500010;Belo Horizonte
10/03/2022;109391;2;500008;Porto Alegre
10/03/2022;109392;2;500010;São Paulo
10/03/2022;109393;2;500007;Rio de Janeiro
10/03/2022;109394;7;500004;Porto Alegre
10/03/2022;109395;10;500006;Porto Alegre
10/03/2022;109396;7;500005;Belo Horizonte
10/03/2022;109397;9;500009;Belo Horizonte
10/03/2022;109398;1;500007;Belo Horizonte
10/03/2022;109399;6;500003;Belo Horizonte
10/03/2022;109400;7;500005;Rio de Janeiro
10/03/2022;109401;7;500004;Belo Horizonte
10/03/2022;109402;2;500003;Belo Horizonte
10/03/2022;109403;10;500004;São Paulo
10/03/2022;109404;10;500004;Porto Alegre
10/03/2022;109405;7;500001;Rio de Janeiro
10/03/2022;109406;1;500008;Belo Horizonte
10/03/2022;109407;4;500002;Belo Horizonte
10/03/2022;109408;5;500001;Porto Alegre
10/03/2022;109409;8;500009;São Paulo
10/03/2022;109410;8;500006;São Paulo
10/03/2022;109411;7;500002;Rio de Janeiro
10/03/2022;109412;9;500002;São Paulo
10/03/2022;109413;4;500003;Porto Alegre
10/03/2022;109414;6;500007;São Paulo
10/03/2022;109415;10;500006;São Paulo
10/03/2022;109416;8;500004;Porto Alegre
10/03/2022;109417;1;500008;Belo Horizonte
10/03/2022;109418;2;500002;São Paulo
10/03/2022;109419;4;500006;Rio de Janeiro
10/03/2022;109420;4;500006;São Paulo
10/03/2022;109421;9;500005;São Paulo
10/03/2022;109422;7;500007;Rio de Janeiro
10/03/2022;109423;5;500003;São Paulo
10/03/2022;109424;2;500007;São Paulo
10/03/2022;109425;4;500009;São Paulo
10/03/2022;109426;6;500007;Belo Horizonte
10/03/2022;109427;9;500009;São Paulo
10/03/2022;109428;4;500010;São Paulo
10/03/2022;109429;5;500002;São Paulo
10/03/2022;109430;10;500002;São Paulo
10/03/2022;109431;9;500006;Porto Alegre
10/03/2022;109432;2;500009;Rio de Janeiro
10/03/2022;109433;8;500005;Rio de Janeiro
10/03/2022;109434;5;500007;São Paulo
10/03/2022;109435;9;500004;Rio de Janeiro
10/03/2022;109436;2;500004;São Paulo
10/03/2022;109437;6;500003;São Paulo
10/03/2022;109438;1;500001;Belo Horizonte
10/03/2022;109439;8;500009;São Paulo
10/03/2022;109440;7;500001;Belo Horizonte
10/03/2022;109441;4;500007;Porto Alegre
10/03/2022;109442;5;500001;Rio de Janeiro
10/03/2022;109443;7;500010;Porto Alegre
10/03/2022;109444;1;500006;Belo Horizonte
10/03/2022;109445;1;500007;São Paulo
10/03/2022;109446;8;500010;Rio de Janeiro
10/03/2022;109447;4;500008;São Paulo
10/03/2022;109448;10;500005;São Paulo
11/03/2022;109449;10;500009;Porto Alegre
11/03/2022;109450;8;500005;São Paulo
11/03/2022;109451;7;500008;Porto Alegre
11/03/2022;109452;4;500007;Porto Alegre
11/03/2022;109453;3;500005;São Paulo
11/03/2022;109454;5;500009;São Paulo
11/03/2022;109455;9;500009;Belo Horizonte
11/03/2022;109456;10;500009;Porto Alegre
11/03/2022;109457;1;500009;Belo Horizonte
11/03/2022;109458;9;500009;Rio de Janeiro
11/03/2022;109459;3;500006;Rio de Janeiro
11/03/2022;109460;8;500001;Belo Horizonte
11/03/2022;109461;1;500008;Rio de Janeiro
11/03/2022;109462;10;500006;São Paulo
11/03/2022;109463;8;500003;Porto Alegre
11/03/2022;109464;7;500002;São Paulo
11/03/2022;109465;3;500006;Belo Horizonte
11/03/2022;109466;4;500001;Porto Alegre
11/03/2022;109467;5;500008;Belo Horizonte
11/03/2022;109468;1;500003;São Paulo
11/03/2022;109469;7;500004;Belo Horizonte
11/03/2022;109470;2;500003;Belo Horizonte
11/03/2022;109471;10;500009;Belo Horizonte
11/03/2022;109472;4;500010;Porto Alegre
11/03/2022;109473;5;500002;Belo Horizonte
